Station,mean,sum,count
300 KIPLING AVNUE,27.0,27,1
3000 DANFORTH AVENUE.,11.0,11,1
3004 BLOOR STREET WEST,15.0,15,1
301 ROCKCLIFFE BLVD,10.0,10,1
3014 BLOOR W,8.0,8,1
3018 KEELE (KEELE AND,0.0,0,1
302 GRANDRAVINE DRIVE,153.0,153,1
302 MAIN ST,30.0,30,1
3020 KEELE STREET,0.0,0,2
3023 VICTORY CRESENT,22.0,22,1
3028 VICTORY CRESCENT,20.0,20,1
303 BROADVIEW AVE,15.0,15,1
3030 LAWRENCE AVE E,10.0,10,1
3047 DUNDAS ST W,24.0,24,1
305 BALLIOL STREET,22.0,22,1
305 EGLINTON AVE W,11.0,11,1
3079 ELLESMERE RD,0.0,0,1
3080 YONGE ST,16.333333333333332,49,3
3087 KENNEDY RD,10.0,10,1
3090 KEELE ST,10.0,10,1
3092 DANFORTH AVE,22.0,22,1
3097 KINGSTON RD,20.0,20,1
31 COMSTOCK ROAD,0.0,0,1
31 DRYDEN WAY,11.0,11,1
31 SILVERSTED DRIVE,8.0,8,1
311 BIRCHMOUNT ST,22.0,22,1
312 MAIN STREET,25.0,25,1
3121 LAWRENCE AVENUE E,14.0,14,1
3130 DUFFERIN STREET,18.0,18,1
315 CALEDONIA RD,4.0,4,1
315 DANFORTH AVENUE,10.0,10,1
315 DEERHIDE CRES,20.0,20,1
318 CONCORD AVENUE,0.0,0,1
318 YORK MILLS ROAD,10.0,10,1
32 EGLINTON WEST ROUTE,0.0,0,1
32 HUDDLESTON CT,10.0,10,1
3220 BLOOR ST W,1.0,1,1
3223 KENNEDY ROAD,15.0,15,1
3244 EGLINTON AVENUE E,8.0,8,1
3244 WESTON RD,9.0,9,1
325 CHERRY STREET,9.0,9,1
325 DON MILLS ROUTE,0.0,0,1
325 MILNER AVE,25.0,25,1
3250 BLOOR ST WEST,0.0,0,1
3250 KEELE STREET,20.0,20,1
327 KIPLING AVENUE,20.0,20,1
328 PASSMORE AVENUE,0.0,0,1
33 BEECROFT ROAD,10.0,10,1
33 COXWELL AVENUE,9.0,9,1
33 THORNBECK DR,12.0,12,1
33 WOOD STREET,0.0,0,1
330 GERRARD STREET EAS,8.0,8,1
330 WILSON AVENUE,5.0,10,2
3300 ELLESMERE RD,12.0,12,1
3305 DUNDAS STREET WES,30.0,30,1
3310 DANFORTH AVE,9.0,9,1
3311 BAYVIEW AVENUE,35.0,35,1
3320 DUFFERIN STREET,15.0,15,1
3325 WARDEN AVENUE,20.0,20,1
3332 DUFFERIN STREET,20.0,20,1
3340B BAYVIEW AVE,20.0,20,1
3345 ST CLAIR AVENUE E,10.0,10,1
335 QUEEN ST EAST @ PA,20.0,20,1
3355 WESTON ROAD,22.0,22,1
3363 DON MILLS RD,8.0,8,1
3371 WESTON ROAD,9.0,9,1
3390 MAJOR MACKENZIE D,23.0,23,1
3391 BLOOR STREET WEST,25.0,25,1
3396 ST CLAIR AVE E,11.0,11,1
34 IANGROVE TERRACE,18.0,18,1
340 CHAPLIN CRESENT,22.0,22,1
341 OAKWOOD,10.0,10,1
3417 LAKE SHORE BLVD E,7.0,7,1
3417 LAKE SHORE BOULEV,10.0,10,1
3419 SHEPPARD AVE EAST,0.0,0,1
345 THE EAST MALL,18.0,18,1
3450 STEELES AVE,6.0,6,1
3472 BLOOR ST W,15.0,15,1
3479 ST CLAIR AVE EAST,0.0,0,1
3479 ST CLAIR EAST,15.0,15,1
3480 MCNICOLL AVE,15.5,31,2
3492 LAWRENCE E,0.0,0,1
35 ARLETA AVE,0.0,0,1
35 BRUMELL STREET,11.0,11,1
35 OASIS BLVD,12.0,12,1
35 PARK HOME AVE,0.0,0,1
35 ST DENNIS DR,9.0,9,1
35 TAYSHAM CRESCENT,20.0,20,1
35 THORNCLIFFE PARK DR,7.0,7,1
350 FLINT RD,3.0,3,1
352 SHERBOURNE ST,10.0,10,1
353 WINDERMERE AVENUE,15.0,15,1
3531 EGLINTON AVE W,24.0,24,1
3550 SHEPPARD,18.0,18,1
3574 EGLINTON AVE WEST,14.0,14,1
359 YONGE STREET,0.0,0,1
3594 EGLINTON AVE W,16.0,16,1
36 DANILACK COURT,20.0,20,1
36 HUDDLESTON CREST,10.0,10,1
36 NORTH QUEEN,0.0,0,2
36 NORTH QUEEN (NORTH,0.0,0,1
36 TWELFTH ST,0.0,0,1
36 WESTON RD,15.0,15,1
360 OAKWOOD AVE,10.0,10,1
3600 YONGE,15.0,15,1
3600 YONGE ST,0.0,0,1
361 TIPPETT RD,8.0,8,1
3615 WESTON RD,10.0,10,1
3616 DUFFERIN STREET,10.0,10,1
362 MORNINGSIDE,8.0,8,1
3621 LAKE SHOREBLVD,24.0,24,1
3624 DUNDAS ST W,30.0,30,1
3659 LAWRENCE AVE E,30.0,30,1
367 RONCESVALLES,20.0,20,1
369A DAVENPORT RD,20.0,20,1
37 LEMONWOOD DR,0.0,0,1
37 WILLIAM KITCHEN ROA,10.0,10,1
370 ST CLAIR AVENUE,10.0,10,1
370 ST CLAIR AVENUE WE,0.0,0,1
3701 DANFORTH AVE,15.0,15,1
372A OAKWWOD AVE,10.0,10,1
3749 BATHURST ST,0.0,0,1
375 ST CLAIR AVE W,10.0,10,1
3755 BLOOR ST W,22.0,22,1
3755 VICTORIA PARK,7.0,7,1
377 EVANS AVENUE,10.0,10,1
3786 STEELES AVENUE WE,30.0,30,1
379 ST CLAIR AVENUE WE,0.0,0,1
379 WILSON AVE,8.0,8,1
38 BARTON AVENUE,0.0,0,1
38 FONTENAY,12.0,12,1
38 HIGHLAND CREEK ROUT,0.0,0,1
38 HUTCHERSON SQUARE,10.0,10,1
38 JANSUSIE ROAD,20.0,20,1
3801 BLOOR STREET WEST,13.0,13,1
381 WILSON AVENUE,9.0,9,1
3821 WESTON RD,12.0,12,1
3850 STEELES AVENUE WE,2.0,2,1
3865 LAKE SHORE BLVD W,0.0,0,1
3868 BATHURST ST,10.0,10,1
387 VAUGHAN ROAD,3.5,7,2
387 WOODBINE AVE,0.0,0,1
388 EVANS AVE,27.5,55,2
388 EVANS AVENUE,15.0,15,1
3885 YONGE ST,28.0,28,1
39 DUNDALK DRIVE,0.0,0,1
39 ERINDALE AVE,9.818181818181818,108,11
39 ERINDALE AVENUE,8.5,17,2
39 REDLEA,12.0,12,1
39 REDLEA AVENUE,11.0,11,1
391 ALLIANCE,0.0,0,6
391 ALLIANCE AVE,0.0,0,1
3910 BATHURST,10.0,10,1
3941 LAWRENCE AVE EAST,0.0,0,1
395 DANFORTH ROAD,7.0,7,1
396 ST CLAIR,8.0,8,1
396 ST CLAIR AVE WEST,10.0,10,1
396 ST CLAIR AVENUE,9.0,9,1
396 ST CLAIR AVENUE WE,104.0,208,2
3965 KEELE STREET,6.0,6,1
3969 KEELE ST,6.5,13,2
398 DANFORTH RD,17.6,88,5
398 E DANFORTH ROAD,20.0,40,2
398E DANFORTH RD,12.0,36,3
398E DANFORTH ROAD,11.666666666666666,35,3
399 ST CLAIR AVE,7.0,7,1
4 NIGHTSTAR ROAD,15.0,15,1
4 RAYSIDE DRIVE,30.0,30,1
40 BARTOR ROAD,20.0,20,1
40 CARL HALL,0.0,0,1
40 GODSTONE RD,0.0,0,1
40 MIDDLEFIELD ROAD,30.0,30,1
40 MILVAN DR,20.0,20,1
40 PATON ROAD,10.0,10,1
40 RIVALDA,10.0,10,1
400 AND 401,6.0,6,1
400 BURNHAMTHORPE ROAD,0.0,0,1
400 DANFORTH AVE,16.0,32,2
400 DANFORTH RD,24.666666666666668,148,6
400 DANFORTH ROAD,15.666666666666666,47,3
400 EVANS AVE,13.181818181818182,145,11
400 EVANS AVENUE,14.8,74,5
400 EVANS ROAD,0.0,0,1
400 GREENWOOD,0.0,0,1
400 ROCKCLIFFE,118.0,118,1
400 ROCKCLIFFE BLVD,409.5,819,2
400 WESTON ROAD,0.0,0,1
4000 WESTON ROAD,8.0,8,1
4005 EGLINTON AVE WEST,22.0,22,1
401 - KEELE EXIT,10.0,10,1
401 AND 400,15.0,15,1
401 AND 427,60.0,60,1
401 AND ISLINGTON,18.0,18,1
401 AND MARKHAM,121.0,121,1
401 AND MARKHAM RD,0.0,0,1
401 AND MARTINGROVE,20.0,20,1
401 AND MORNINGSIDE,10.0,10,1
401 AND VICTORIA PARK,0.0,0,1
401 AND W OF JANE,0.0,0,1
401 AND WATDEN,0.0,0,1
401 EXIT RAMP AT WESTO,0.0,0,1
401 W/B BEFORE DIXON,13.0,13,1
402 LIVINGSTON,11.0,11,1
4022 MAJOR MACKENZIE D,22.0,22,1
4025 YONGE ST,10.0,10,1
4025 YONGE STREET,20.0,20,1
4032 FINCH,10.0,10,1
404 AND SHEPPARD,4.0,8,2
4077 SHEPPARD AVE E,0.0,0,1
409 AND MARTINGROVE,15.0,15,1
409 AND VISCOUNT,30.0,30,1
409 BETWEEN 401 AND MA,15.0,15,1
409 EVANS AVENUE,9.0,9,1
409 PARLIAMENT,0.0,0,1
410 MARLEE AVE,27.0,27,1
410 NUGGET AVENUE,20.0,20,1
4104 KING STREET,25.0,25,1
412 O'CONNOR,22.0,22,1
415 LANSDOWNE AVE,24.0,24,1
417 EVANS AVENUE,10.0,10,1
4177 LAWRENCE AVENUE E,14.0,14,1
418 WILSON AVENUE,0.0,0,1
419 WILSON AVE,8.0,8,1
42 BLACK CREEK DRIVE,14.0,14,1
42 HUDDLESTON CRESCENT,10.0,10,1
42 MILFORD AVE (KEELE,21.0,21,1
42 YONGE ST,10.0,10,1
4205 BROWNS LINE,26.0,26,1
421 WILSON AVE,7.0,7,1
422 LANSDOWNE AVE,6.0,6,1
4220 STEELES AVENUE WE,7.0,7,1
425 BLOOR,24.0,24,1
425 DANFORTH RD,25.0,25,1
425 SHERBOURNE STREET,5.0,5,1
427 AND DIXON,110.0,110,1
427 AND RENFORTH,164.0,164,1
427 BROADVIEW AVE,10.0,10,1
427 E/B RAMP TO PEARSO,9.0,9,1
427 SOUTH ABOVE EGLINT,10.0,10,1
4279 LAWRENCE AVENUE E,20.0,20,1
430 TAPSCOTT,0.0,0,1
430 TAPSCOTT ROAD,25.0,25,1
4300 DUFFERIN STREET,5.0,5,1
4301 KINGSTON ROAD,0.0,0,1
4309 SHEPPARD AVE EAST,0.0,0,1
4319 BOOR ST. W,30.0,30,1
436 ARLINGTON AVE,0.0,0,1
437 EVANS AVENUE,0.0,0,1
4388 KINGSTON RD,8.0,8,1
44 KEELE STREET,30.0,30,1
44 SABRINA,20.0,20,1
44 STRATHMORE BLVD,22.0,22,1
44 YORK MILLS ROAD,12.0,12,1
440 SHEPPARD AVE E,1.0,1,1
4400 EGLINTON AVE,12.0,12,1
4401 STEELES AVE W,9.0,9,1
4429 KINGSTON ROAD,15.0,15,1
449 LUMSDEN AVE,10.0,10,1
45 CASTLEGATE PLACE,9.0,9,1
45 COMSTOCK RD,0.0,0,1
45 GRENOBLE DRIVE,0.0,0,1
45 LOIRE CT,8.0,8,1
45 PLEASANT BLVD,20.0,20,1
45 PROGRESS AVENUE,10.0,10,1
45 SHEPPARD AVE W,20.0,20,1
45 ST CLAIR AVENUE WES,15.0,15,1
4500 STEELES AVENUE EA,11.0,11,1
4545 STEELES AVENUE EA,7.0,7,1
455 FRONT STREET EAST,10.0,10,1
459 CLARENS AVE,12.0,12,1
46 LANSDOWNE,4.0,4,1
46 OVERLEA BUL.,0.0,0,1
460 BROWNS LINE,21.0,21,1
4650 SHEPPARD AVE EAST,9.0,9,1
47 BERWICK,12.0,24,2
47 BERWICK AVE,9.75,39,4
47 BERWICK AVENUE,12.0,12,1
47 NICKLE STREET,11.0,11,1
47 VAUGHAN RD,10.0,10,1
4701 STEELES AVE E,10.0,10,1
472 DUPONT ST,25.0,25,1
4738 STEELES AVENUE WE,10.0,10,1
475 CHURCH ST,120.0,120,1
475 MCNICOLL AVENUE,3.0,3,1
476 EVANS AVE,20.0,20,1
476 MILNER,10.0,10,1
4770 SHEPPARD AVE E,30.0,30,1
4770 SHEPPARD AVENUE E,9.0,9,1
4770 SHEPPARD E,9.0,9,1
4775 STEELES AVE E,10.0,20,2
47A NICKLE STREET,19.5,39,2
48 PINEMORE CRESCENT,25.0,25,1
480 FRONT STREET WEST,0.0,0,1
480 GORDON BAKER,18.0,18,1
480 GORDON BAKER ROAD,18.0,18,1
481 BIRCHMOUNT ROAD,22.0,22,1
4841 YONGE ST,27.0,27,1
4841 YONGE STREET,0.0,0,1
485 DANFORTH RD,7.0,7,1
485 DANFORTH ROAD,10.0,10,1
485 SPADINA RD,18.0,18,1
488 CARLINGVIEW DRIVE,16.0,16,1
49 EGLINTON AVE E UNIT,25.0,25,1
49 NORANDA DR,18.0,18,1
49 THORNCLIFFE PARK,9.0,9,1
4900 YONGE STREET (NOR,9.0,9,1
5 CONCORDE PLACE,0.0,0,1
5 ISLINGTON AVE,30.0,30,1
5 NORTHTOWN RD,41.0,41,1
5 PARLIAMENT ST,13.0,13,1
50 ARROW RD,15.0,15,1
50 OAK STREET,90.0,90,1
50 WILSON HEIGHTS BLVD,10.0,10,1
500 COMMISSIONERS STRE,12.0,12,1
5000 SHEPPARD AVE E,0.0,0,1
5005 DUNDAS ST WEST,10.0,10,1
5005 DUNDAS STREET WES,23.0,23,1
501 OAKWOOD AVE,20.0,20,1
503 DANFORTH,9.0,9,1
5047 DUNDAS WEST,30.0,30,1
505 CONSUMERS ROAD,22.0,22,1
505 WILSON AVE,10.0,10,1
5050 SHEPPARD AVE E,16.0,48,3
5050 SHEPPARD AVENUE E,11.833333333333334,71,6
5050- 5068 SHEPPARD AV,14.0,14,1
5050-5068 SHEPPARD AVE,10.0,10,1
5059 YONGE STREET,24.0,24,1
5060 SHEPPARD,0.0,0,1
5060 SHEPPARD AVE,18.0,18,1
5060 SHEPPARD AVE E,21.0,42,2
5060 SHEPPARD AVENUE E,10.0,10,1
5082 DUNDAS WEST,5.0,5,1
5096 SHEPPARD AVENUE E,15.0,15,1
51 COMSTOCK RD,20.0,20,1
51 DOCKSIDE DR,10.0,10,1
51 PALMDALE DRIVE,6.0,6,1
51 VALLEY WOODS,0.0,0,1
5110 SHEPPARD AVENUE E,12.0,12,1
5140 YONGE STREET,0.0,0,1
516 GORODON BAKER,18.0,18,1
516 WILSON HEIGHTS,11.0,11,1
52 FAIRGLEN AVENUE,20.0,20,1
52 LEAMEADOW WAY,18.0,18,1
52 SUNCREST DR,30.0,30,1
52 WILLIAM R ALLEN ROA,12.0,12,1
52 WILLIAM ROAD,12.0,12,1
52 WILLRIAM ALLEN RD,18.0,18,1
520 COMMISSIONERS ST,10.0,10,1
520 COMMISSIONERS STRE,10.0,10,1
520 OAKWOOD AVE,10.0,10,1
520 PROGRESS AVE,20.0,20,1
5207 DUNDAS STREET WES,30.0,30,1
525 EGLINTON AVE E,5.0,5,1
525 WILSON AVE,10.0,10,1
528 EGLINTON AVENUE EA,20.0,20,1
529 WILSON AVE,10.0,20,2
53 FENMAR DRIVE,23.0,23,1
53 RIVERDALE,10.0,10,1
53 ST REGIS CRES (NEAR,20.0,20,1
5327 MARKHAM RD,12.0,12,1
533 WILSON AVENUE,7.0,7,1
538 PARLIAMENT STREET,15.0,15,1
54 BARTOR RD,24.0,24,1
545 TRETHEWEY,9.0,18,2
545 TRETHEWEY DR,15.0,15,1
546 VICTORIA PARK AVE,20.0,20,1
5468 DUNDAS W,15.0,15,1
55 MILNE AVE,0.0,0,1
55 STRACHAN AVE,0.0,0,1
55 ZENITH DRIVE,22.0,22,1
550 BAYVIEW AVENUE,30.0,60,2
5500 STEELES AVENUE WE,9.0,9,1
5509 DUNDAS ST W,24.0,24,1
5520 DUNDAS STREET WES,8.0,8,1
5533 DUNDAS STREET WES,24.0,24,1
5535 DUNDAS STREET WES,29.0,29,1
555 ROYAL YORK ROAD,10.0,10,1
555 TRETHEWEY DR,14.0,14,1
555 TRETHEWEY DRIVE,14.0,14,1
557A PAPE AVENUE,7.0,7,1
56 KENMARK BLVD,10.0,10,1
56 PARK LANE CIRCLE,28.0,28,1
56 THORNCLIFFE PARK- L,22.0,22,1
5600 YONGE ST AND FINC,9.0,9,1
5600 YONGE STREET,2.0,4,2
562 KIPLING AVE,8.0,8,1
563 MORRISH RD,12.0,12,1
5631 STEELES AVENUE EA,22.0,22,1
5637 YONGE ST,3.0,3,1
5639 YONGE ST,14.0,14,1
5639 YONGE STREET,9.0,18,2
57 FERRAND DRIVE,0.0,0,1
570 WILSON AVE,13.0,13,1
5720 BATHURST STREET,10.0,10,1
574 EGLINTON AVE W,12.0,12,1
575 LAWRENCE AVE W,25.0,25,1
5779 STEELES AVE W,25.0,25,1
58 ALBION ROAD,24.0,24,1
58 LANSDOWNE,14.0,14,1
580 COMMISSIONERS ST,12.0,12,1
580 COMMISSIONERS STRE,7.0,7,1
5800 YONGE STREET,11.666666666666666,35,3
5821 YONGE STREET,8.0,8,1
583 SHERBOURNE ST.,8.0,8,1
587 VAUGHAN RD,0.0,0,1
592 BIRCHMOUNT RD,6.0,6,1
5961 YONGE STREET,4.0,4,1
599 EVANS AVENUE,15.0,15,1
6 HAREFIELD DR,20.0,20,1
6 HOPTREE AVENUE,22.0,22,1
6 KINGSTON RD,50.0,50,1
6 LAXTON AVENUE,10.0,10,1
6 NORTHUMBERLAND STREE,5.0,5,1
6 SENTINEL RD,13.0,13,1
6 ST MATTHEWS ROAD,15.0,15,1
60 GULLIVER ROAD,50.0,50,1
60 HUTCHERSON SQUARE,25.0,25,1
60 MT PLEASANT BOULEVA,24.0,24,1
60 ST REGIS,20.0,20,1
60 WARDEN AVENUE,64.0,64,1
6000 DUFFERIN ST,9.0,9,1
603 DAVENPORT,0.0,0,1
603 DAVENPORT ROAD,0.0,0,1
6030 BATHURST STREET,10.0,10,1
6061 HIGHWAY 7,15.0,15,1
6074 KINGSTON RD,8.0,8,1
6074 KINGSTON ROAD,8.0,8,1
6081 KINGSTON RD,36.0,36,1
61 CLAIREVILLE DRIVE,68.0,68,1
61 DELBURN DR,30.0,30,1
61 OLDHAM ROAD,10.0,10,1
61 STEELES AVENUE WEST,8.0,8,1
6101 BATHURST,25.0,25,1
6113 FINCH AVENUE EAST,7.0,7,1
6135 FINCH AVENUE E,12.0,12,1
615 LANSDOWNE AVENUE,9.0,9,1
6163 LAWRENCE AVENUE,15.0,15,1
6199 STEELES AVENUE WE,20.0,20,1
62 HOWELL SQUARE,23.0,23,1
62 KENMARK BLVD,10.0,10,1
62 WALSH AVE,10.0,10,1
6200 SILVER DART DR,40.0,40,1
622 KIPLING AVE,30.0,30,1
624 KIPLING AVE,9.0,9,1
6251 LAWRENCE AVE E -,15.0,15,1
6251 LAWRENCE AVE EAST,12.0,12,1
626 SHEPPARD AVE E,25.0,25,1
629 MARKHAM ROAD,1.0,1,1
6299 YORK REGIONAL ROA,8.0,8,1
63 OSSINGTON ROUTE,0.0,0,1
630 GREENWOOD AVENUE,12.0,12,1
630 WILSON AVE,24.0,24,1
631 ST CLAIR AVENUE WE,30.0,30,1
64 BLACKWATER CRES,12.0,12,1
64 KENMARK,22.0,22,1
64 KENMARK BLVD,15.4,77,5
640 BLOOR STREET EAST,0.0,0,1
640 PARLIAMENT STREET,9.0,9,1
641 DANFORTH RD,28.0,28,1
6429 FINCH AVE WEST,0.0,0,1
643 WILSON AVE,16.0,16,1
6432 FINCH AVE W,10.0,10,1
649 EVANS AVE,17.0,17,1
6499 STEELES AVE W,13.0,13,1
65 GRAND MARSHALL,1.0,1,1
65 GRAND MARSHALL DRIV,6.0,6,1
65 ST CLAIR AVE EAST,0.0,0,1
65 THRONCLIFFE PARK,24.0,24,1
650 EVANS,15.0,15,1
651 DUFFEREIN ST,16.0,16,1
651 HUMBERWOOD BLVD,10.0,20,2
651 HUMBERWOOD BOIULEV,8.0,8,1
651 HUMBERWOOD RD,15.0,15,1
651 WARDEN AVENUE,20.0,20,1
654 RENFORTH DR,10.0,10,1
6565 BATHURST ST,7.0,7,1
65A EMMETT AVENUE,20.0,20,1
66 CRAYDON AVE,14.0,14,1
66 JAMES PARK SQUARE,0.0,0,1
66 PYNFORD CRESCENT,10.0,10,1
66 RAY AVE,8.25,33,4
66 TRETHEWEY DRIVE,12.0,12,1
662 VICTORIA PARK,10.0,10,1
665 ROSELAWN AVE,0.0,0,1
666 WILSON AVE,0.0,0,1
667 DOVERCOURT,5.0,5,1
667 DOVERCOURT RD,5.0,5,1
668 KINGSTON RD,8.0,8,1
669 OSSINGTON AVE,6.0,6,1
6705 NEILSON ROAD,0.0,0,1
6709 STEELES AVE W,10.0,10,1
675 COMMISSIONERS STRE,10.0,10,1
675 WILSON AVE,12.0,12,1
6760 DARCEL AVE,20.0,20,1
678 SHEPPARD WEST,15.0,15,1
679 MIDLAND AVE,5.0,5,1
68 BREMONDSEY RD,18.0,18,1
68 GLENRIDGE AVENUE,19.0,19,1
68 LUPIN DR,20.0,20,1
680 OSSINGTON AVENUE,20.0,20,1
682 KENNEDY RD,20.0,20,1
688 EGLINTON AVENUE EA,0.0,0,1
689 WARDEN,8.0,8,1
689 WARDEN AVE,19.5,39,2
69 CRAYDON AVE,8.0,8,1
69 CRAYDON AVENUE,25.0,25,1
691 LANSDOWNE,12.0,12,1
695 VICTORIA PARK,10.0,10,1
696 LAWRENCE AVE WEST,25.0,25,1
698 COXWELL,0.0,0,1
699 KIPLING AVE,24.0,24,1
699 KIPLING AVENUE,0.0,0,1
7 AUDUBON COURT,10.0,10,1
7 BISHOP AVE,45.0,45,1
7 BISHOP AVE - ACROSS,10.0,10,1
7 BISHOP AVENUE,6.0,6,1
7 BROOKWOOD CT,17.5,35,2
7 CARRIER DR,20.0,20,1
7 GRENVILLE STREET,0.0,0,1
7 HART HOUSE CIRCLE,0.0,0,1
7 INDUSTRY STREET,10.0,20,2
7 SPRINGHURST AVE,8.0,8,1
7 SPRINGHURST AVENUE,9.0,18,2
70 KENMARK,18.0,18,1
70 KENMARK BLVD,20.0,20,1
70 PHOTOGRAPHY DR,22.0,22,1
70 THE EAST MALL,21.0,21,1
700 ARROW RD,10.0,20,2
700 ARROW ROAD,10.75,43,4
700 BIRCHMOUNT RD,30.0,30,1
7031 MCCOWAN RD,10.0,10,1
7041 WARDSEN AVE,5.0,5,1
7050 WESTON ROAD,8.0,8,1
7067 MCCOWAN ROAD,14.0,14,1
708 COXWELL AVE,12.0,24,2
71 ELFREDA BLVD,15.0,15,1
71 PILINGTON DR,10.0,10,1
71 PRINCE ARTHUR AVE,0.0,0,1
710 KINGSTON RD,8.0,8,1
710 ORMONT DR,6.0,6,1
72 PAPE ROUTE,0.0,0,1
72 WILSON AVE,20.0,20,1
720 DON MILLS,0.0,0,1
720 ELLESMERE ROAD,9.0,9,1
725 WILSON AVE,8.0,8,1
735 DON MILLS,0.0,0,1
735 KIPLING AVE,24.0,24,1
735 PRINCE EDWARD VIAD,8.0,8,1
74 INDUSTRY ST,7.0,7,1
7420 DON MILLS RD,15.0,15,1
7420 DON MILLS ROAD,10.0,10,1
743 PAPE AVE,9.0,9,1
744 LANSDOWNE AVE,12.0,12,1
7448 EGLINTON AVE EAST,18.0,18,1
746 OSSINGTON AVE,0.0,0,1
7460 SHEPPARD AVE E,8.0,8,1
7470 WARDEN AVE,15.0,15,1
748 MARKHAM ROAD,12.0,12,1
7480 STEELES AVE EAST,9.0,9,1
749 STEELES AVENUE,0.0,0,1
75 BILLY BISHOP WAY,14.0,14,1
75 EGLINTON AVE E,20.0,20,1
75 EMMETT AVE,24.0,24,1
75 GRENOBLE DRIVE,5.0,5,1
75 PILKINGTON DRIVE,7.0,7,1
75 PLEWES RD,30.0,30,1
75 SEWELLS RD,22.0,22,1
7500 WESTON RD,10.0,10,1
7506 DON MILLS ROAD,0.0,0,1
7524 LAKESHORE BOULEVA,20.0,20,1
7527 WARDEN AVENUE,6.0,6,1
754 DON MILLS,0.0,0,1
7541 STEELES AVE E,9.0,18,2
7547 EGLINTON AVE E,15.0,15,1
755 STEELES AVE W,10.0,10,1
756 WARDEN AVE,10.0,10,1
7577 ERINDALE AVE,9.0,54,6
758 BROADVIEW AVE,8.0,8,1
758 MT PLEASANT RD,20.0,20,1
759 MIDLAND AVE,14.0,14,1
759 OSSINGTON AVENUE,10.0,10,1
76 PEMBROKE (DUNDAS &,0.0,0,1
7600 SHEPPARD AVE E,8.0,8,1
7617 EGLINTON AVE E,9.0,9,1
7623 CONSTOCK RD,0.0,0,1
764 PHARMACY AVE,10.0,10,1
7660 DON MILLS ROAD,9.0,9,1
77 DEERHIDE CRESCENT,9.0,9,1
77 HOWARD STREET,0.0,0,1
7702 POTTERY RD,7.0,7,1
772 O'CONNOR,22.0,22,1
772 O'CONNOR DR,22.0,22,1
775 BIRCHMOUNT RD,10.0,10,1
777 STEELES AVE WEST,0.0,0,1
78 HARRISON GARDEN BLV,0.0,0,1
78 TRETHEWEY DR,10.0,10,1
780 BROADVIEW AVE,18.0,18,1
780 BROADVIEW AVENUE,11.0,11,1
780 KIPLING,0.0,0,1
780 KIPLING AVE,0.0,0,1
781 O'CONNOR DRIVE,10.0,10,1
782 GERRARD STREET,22.0,22,1
7857 DANFORTH RD,12.0,12,1
7874 MARKHAM ROAD,30.0,30,1
788A BROADVIEW AVENUE,9.0,9,1
789 DON MILLS ROAD,0.0,0,1
79 DEERHIDE CRESCENT,10.0,10,1
791 BROADVIEW AVENUE,9.0,9,1
791 ISLINGTON AVENUE,14.0,14,1
793 PHARMACY,6.0,6,1
793 PHARMACY AV,0.0,0,1
793 PHARMACY AVE,24.0,24,1
793 PHARMACY AVENUE,9.0,9,1
793 WARDEN AVENUE,30.0,30,1
7931 WILSON AVE,8.0,8,1
7932 HWY 27,23.0,23,1
795 LAKE SHORE BLVD,10.0,10,1
7998 BRIMLEY,12.0,12,1
8 ANSELL AVE,19.0,19,1
8 COMMISSIONERS STREET,17.0,17,1
8 KIPLING AVE,7.0,7,1
8 PRITCHARD AVENUE,14.0,14,1
8 THORNCLIFFE DR,0.0,0,1
8 THORNCLIFFE PARK,0.0,0,2
8 THORNCLIFFE PARK DR,0.0,0,1
8 THORNCLIFFE PARK DRI,0.0,0,1
80 CARL HALL,30.0,30,1
80 CLAYSON RD,4.0,4,1
80 COE HILL DR,10.0,10,1
80 DYNAMIC,9.0,9,1
80 DYNAMIC DR,22.0,22,1
80 DYNAMIC DRIVE,21.5,43,2
80 INDUSTRY STREET,12.0,12,1
80 PROGRESS AVE,17.0,17,1
8010 BATHURST ST,11.0,11,1
802 BROADVIEW AVENUE,10.0,10,1
8052 MANITOBA ST,10.0,10,1
806 CARPENTER RD,10.0,10,1
807 BATHURST STREET,1.0,1,1
81 AUTUMN GLEN CIR,7.0,7,1
81 KELFIED RD,12.0,12,1
81 KELFIELD STREET,10.0,10,1
81 TAYSHAM CRESCENT,30.0,30,1
8100 MARKHAM ROAD,54.0,54,1
811 YONGE STREET,24.0,24,1
814 RUNNYMEDE,15.0,15,1
817 BROADVIEW AVE,22.0,22,1
819 BATHURST STREET,10.0,20,2
82 TORONTO,0.0,0,1
8200 DUFFERIN STREET,8.0,8,1
8214 DUFFERIN ST,10.0,10,1
83 NEW FOREST SQUARE,10.0,10,1
84 JAMES PARK SQUARE,8.0,8,1
845 JANE STREET,25.0,25,1
846 YONGE STREET,0.0,0,1
849 BROADVIEW,20.0,20,1
849 BROADVIEW AVE,9.5,19,2
849 BROADVIEW AVENUE,4.5,9,2
849 ELLESMERE RD,0.0,0,1
85 BLOOR STREET EAST,0.0,0,1
85 MARTIN ROSS AVE,33.0,33,1
856 RUNNYMEDE RD,10.0,10,1
860 SHEPPARD AVENUE WE,32.0,32,1
8600 MCCOWAN ROAD,24.5,49,2
863 EGLINTON AVE W,8.0,8,1
869 COXWELL AVE,10.0,10,1
